员工满意度,考核评分,项目数量,每月在公司工作时间,司龄,工作事故,是否离职,五年内是否升职,部门,薪水
0.56,0.85,5,230,3,0,0,0,accounting,medium
0.89,0.46,4,248,5,1,0,0,hr,medium
0.95,0.42,3,189,2,1,0,0,hr,medium
0.48,0.52,3,280,2,0,0,0,hr,medium
0.75,0.75,4,266,3,0,0,0,hr,medium
0.65,0.54,4,260,3,0,0,0,technical,medium
0.4,0.86,2,264,5,0,0,0,technical,medium
0.52,0.53,5,182,2,0,0,0,technical,medium
0.52,0.68,4,233,2,0,0,0,technical,medium
0.68,0.49,3,230,3,0,0,0,technical,medium
0.72,0.61,5,170,3,0,0,0,technical,medium
0.78,0.72,4,258,3,0,0,0,technical,medium
0.54,0.9,3,164,3,0,0,0,technical,high
0.18,0.46,4,249,4,0,0,0,technical,low
0.51,0.5,2,235,2,0,0,0,technical,medium
0.63,0.86,6,206,6,0,0,0,technical,medium
0.83,0.86,4,139,3,0,0,0,support,medium
0.91,0.82,3,145,3,1,0,0,support,medium
0.79,0.66,4,139,4,0,0,0,support,low
0.52,0.95,3,171,3,1,0,0,support,low
0.83,0.94,3,160,3,0,0,0,support,low
0.92,0.74,3,137,2,0,0,0,support,low
0.14,0.72,4,254,4,0,0,0,support,low
0.8,0.38,3,215,6,0,0,0,support,low
0.79,0.72,3,216,4,0,0,0,support,low
0.86,0.6,3,229,2,1,0,0,support,low
0.95,0.47,6,215,4,0,0,0,support,low
0.77,0.9,4,163,3,0,0,0,technical,low
0.55,0.72,4,273,3,0,0,0,technical,low
0.42,0.91,2,176,3,0,0,0,technical,low
0.79,0.86,5,270,2,0,0,0,management,low
0.41,0.48,3,182,2,0,0,0,IT,low
0.66,0.72,4,223,4,0,0,0,IT,low
1,0.65,4,237,3,0,0,0,IT,low
0.87,0.74,5,248,2,0,0,0,IT,low
0.51,0.99,3,233,4,0,0,0,IT,low
0.63,0.79,2,206,5,0,0,0,product_mng,low
0.86,0.86,4,227,2,0,0,0,product_mng,low
0.4,0.98,4,154,3,0,0,0,product_mng,low
0.79,0.97,6,113,2,1,0,0,product_mng,medium
0.7,0.9,4,254,3,0,0,0,IT,medium
0.49,0.91,5,231,3,0,0,0,RandD,medium
0.76,0.62,4,190,3,0,0,0,RandD,medium
0.89,0.52,3,190,3,0,0,0,RandD,medium
0.83,0.86,3,179,2,0,0,0,RandD,medium
0.19,0.69,4,269,6,0,0,0,RandD,medium
0.68,0.67,3,228,2,0,0,0,RandD,medium
0.62,0.68,4,251,4,0,0,0,marketing,medium
0.87,0.49,2,251,3,0,0,0,sales,medium
0.66,0.75,4,200,4,0,0,0,accounting,medium
0.37,0.41,2,146,2,0,0,0,support,medium
0.57,0.49,3,159,4,1,0,0,technical,high
0.66,0.81,5,135,2,0,0,0,management,low
0.63,0.88,5,260,3,0,0,0,marketing,medium
0.65,0.96,5,226,2,1,0,0,marketing,medium
0.33,0.85,2,127,3,0,0,0,marketing,medium
0.66,0.57,6,278,3,0,0,0,sales,medium
0.87,0.95,3,242,5,0,0,0,sales,low
0.85,0.85,3,182,3,0,0,0,sales,low
0.49,0.51,2,182,3,0,0,0,sales,low
0.87,0.8,4,197,3,0,0,0,sales,low
0.17,0.49,4,286,5,1,0,0,sales,low
0.55,0.46,4,226,5,0,0,0,sales,low
0.91,0.71,5,156,3,0,0,0,sales,low
0.96,0.62,5,185,3,0,0,0,sales,low
0.53,0.5,3,231,3,0,0,0,sales,low
0.25,0.59,4,166,5,0,0,0,sales,low
0.98,0.57,3,229,3,0,0,0,sales,low
0.83,0.36,4,242,3,0,0,0,sales,low
0.71,0.83,5,206,3,0,0,0,sales,low
0.74,0.77,4,206,3,0,0,0,sales,low
0.56,0.7,4,135,2,0,0,0,sales,low
0.23,0.9,5,234,3,1,0,0,sales,low
0.35,0.64,4,147,2,0,0,0,sales,low
0.48,0.98,4,174,3,0,0,0,sales,low
0.83,0.74,3,259,3,1,0,0,accounting,low
0.73,0.87,3,227,4,0,0,0,accounting,low
0.85,0.97,4,104,5,0,0,0,accounting,low
0.8,0.95,3,247,3,0,0,0,hr,medium
0.98,0.74,4,139,3,0,0,0,hr,medium
0.96,0.85,3,186,2,0,0,0,hr,medium
0.67,0.75,3,194,3,0,0,0,hr,medium
0.58,0.91,3,124,2,0,0,0,technical,medium
0.83,0.86,3,273,3,0,0,0,technical,medium
0.9,0.57,4,186,4,0,0,0,technical,medium
0.89,0.66,4,252,3,0,0,0,technical,medium
0.99,0.92,3,154,3,0,0,0,technical,medium
0.89,0.5,4,238,3,0,0,0,technical,medium
0.79,0.5,4,151,3,1,0,0,technical,medium
0.64,0.41,3,231,6,0,0,0,technical,medium
0.22,0.57,5,174,6,0,0,0,technical,high
0.94,0.6,5,278,2,0,0,0,technical,low
0.56,0.97,3,270,3,1,0,0,technical,medium
0.85,0.8,4,158,3,0,0,0,support,medium
0.8,0.62,3,191,3,0,0,0,support,medium
0.86,0.53,3,163,3,0,0,0,support,medium
0.5,0.95,4,222,3,1,0,0,support,medium
0.75,0.82,3,227,2,0,0,0,support,medium
0.88,0.5,4,162,2,0,0,0,support,medium
0.49,0.79,5,206,2,0,0,0,support,medium
0.82,0.87,5,273,6,0,0,0,support,medium
0.92,0.65,4,135,3,0,0,0,support,medium
0.4,0.85,5,99,2,1,0,0,support,high
0.36,0.61,4,166,4,0,0,0,technical,low
0.8,0.99,5,187,3,1,0,0,technical,medium
0.68,0.65,4,134,3,0,0,0,technical,medium
0.54,0.45,4,137,3,1,0,0,management,medium
0.73,0.69,3,175,2,0,0,0,IT,medium
0.64,0.49,5,188,2,0,0,0,IT,low
0.12,0.39,5,161,4,0,0,0,IT,low
0.6,0.7,4,145,6,0,0,0,IT,low
0.36,0.62,4,111,6,0,0,0,IT,low
0.63,0.76,3,176,2,0,0,0,product_mng,low
0.67,0.94,2,192,3,0,0,0,product_mng,low
0.83,0.9,3,179,2,1,0,0,product_mng,low
0.48,0.9,4,224,3,0,0,0,product_mng,low
0.89,0.56,4,241,5,0,0,0,IT,low
0.71,0.96,3,201,3,0,0,0,RandD,low
0.31,0.59,4,138,2,0,0,0,RandD,low
0.89,0.84,5,168,2,0,0,0,RandD,low
0.38,0.51,2,120,3,0,0,0,RandD,low
0.88,0.92,3,179,3,0,0,0,RandD,low
0.64,0.85,3,250,3,0,0,0,marketing,low
0.65,0.74,4,237,3,1,0,0,sales,low
0.65,0.81,4,192,3,0,0,0,accounting,low
0.54,0.97,4,258,3,0,0,0,support,low
0.69,0.76,4,257,4,0,0,0,technical,low
0.77,0.78,2,271,3,0,0,0,management,low
0.28,0.66,3,184,2,0,0,0,marketing,low
0.33,0.4,6,214,6,0,0,0,marketing,medium
0.83,0.68,4,198,3,0,0,0,marketing,medium
0.89,0.73,3,274,2,0,0,0,sales,medium
0.76,0.6,5,279,2,0,0,0,sales,medium
0.83,0.64,5,272,2,0,0,0,sales,medium
0.57,0.85,4,152,3,0,0,0,sales,medium
0.61,0.89,2,287,4,0,0,0,sales,medium
0.96,0.89,2,239,6,1,0,0,sales,medium
0.17,0.5,4,274,6,0,0,0,sales,medium
0.61,0.6,4,121,2,0,0,0,sales,medium
0.73,0.74,5,199,2,0,0,0,sales,medium
0.3,0.39,3,175,3,0,0,0,sales,medium
0.42,0.67,2,115,3,0,0,0,sales,high
0.65,0.75,3,194,4,1,0,0,sales,low
0.17,0.45,2,119,3,0,0,0,sales,medium
0.12,0.82,5,162,4,1,0,0,sales,medium
0.7,0.78,5,264,2,0,0,0,sales,medium
0.87,0.88,3,179,2,0,0,0,sales,medium
0.43,0.44,5,213,3,0,0,0,sales,low
0.84,0.65,3,269,2,0,0,0,sales,low
0.94,0.55,3,160,3,0,0,0,sales,low
0.89,0.76,4,133,2,0,0,0,accounting,low
0.69,0.75,5,201,3,0,0,0,accounting,low
0.18,0.99,4,160,5,0,0,0,accounting,low
0.98,0.69,3,274,3,0,0,0,hr,low
0.3,0.88,5,245,4,0,0,0,hr,low
0.51,0.53,3,237,3,0,0,0,hr,medium
0.76,0.9,3,279,6,0,0,0,hr,medium
0.67,0.96,4,207,3,0,0,0,technical,medium
0.12,0.84,4,218,6,0,0,0,technical,medium
0.42,0.41,5,240,2,0,0,0,technical,medium
0.69,0.76,3,153,3,0,0,0,technical,medium
0.63,0.96,3,144,2,0,0,0,technical,medium
0.66,0.62,2,159,3,1,0,0,technical,medium
0.5,0.5,3,237,2,0,0,0,technical,medium
0.67,0.82,5,148,2,1,0,0,technical,medium
0.59,0.62,4,205,3,0,0,0,technical,medium
0.75,0.78,2,264,3,1,0,0,technical,medium
0.88,0.89,5,189,2,0,0,0,technical,medium
0.99,0.75,3,243,3,0,0,0,support,medium
0.44,0.42,2,199,2,0,0,0,support,medium
0.65,0.78,4,205,2,0,0,0,support,medium
0.88,0.63,3,184,4,0,0,0,support,medium
0.58,0.79,2,274,4,0,0,0,support,medium
0.99,0.9,4,181,3,0,0,0,support,medium
0.76,0.71,3,205,2,0,0,0,support,medium
0.14,0.98,5,172,5,0,0,0,support,medium
0.57,0.86,3,164,2,0,0,0,support,medium
0.52,0.82,3,138,2,1,0,0,support,medium
0.71,0.55,5,262,3,0,0,0,support,medium
0.27,0.75,5,264,3,0,0,0,technical,medium
0.49,0.52,3,225,2,0,0,0,technical,high
0.59,0.5,3,199,2,0,0,0,technical,high
0.24,0.65,6,210,5,0,0,0,management,high
0.18,0.87,6,226,4,0,0,0,IT,high
0.73,0.62,5,134,3,0,0,0,IT,high
0.78,0.63,6,111,6,0,0,0,IT,high
0.94,0.73,5,142,2,1,0,0,IT,high
0.86,0.53,3,213,3,0,0,0,IT,high
0.97,0.88,4,139,2,0,0,0,product_mng,high
0.49,0.54,3,145,3,0,0,0,product_mng,high
0.82,0.48,4,149,6,0,0,0,product_mng,high
0.86,0.64,4,147,2,1,0,0,product_mng,high
0.3,0.39,3,193,3,1,0,0,IT,low
0.7,0.38,4,270,2,0,0,0,RandD,low
0.8,0.78,5,266,3,0,0,0,RandD,low
0.36,0.63,2,278,4,0,0,0,RandD,low
0.4,0.61,3,165,2,0,0,0,RandD,low
0.8,0.58,4,175,2,0,0,0,RandD,low
0.98,0.73,4,140,4,0,0,0,marketing,low
0.92,0.67,3,149,3,0,0,0,sales,low
0.68,1,3,205,4,0,0,0,accounting,low
1,0.59,3,253,3,0,0,0,support,low
0.8,0.54,3,222,4,0,0,0,technical,low
0.85,0.69,4,216,4,0,0,0,management,low
0.69,0.6,3,139,2,0,0,0,marketing,low
0.57,0.52,4,252,2,0,0,0,marketing,low
0.33,0.72,2,173,2,0,0,0,marketing,low
0.19,0.48,6,178,3,1,0,0,sales,medium
0.5,0.63,3,160,2,0,0,0,sales,medium
0.52,0.88,3,261,4,0,0,0,sales,medium
0.13,0.52,6,188,3,0,0,0,sales,medium
0.18,0.73,4,219,5,0,0,0,sales,medium
0.86,0.64,4,263,3,0,0,0,sales,medium
0.86,0.59,4,165,3,0,0,0,sales,medium
0.16,0.76,6,218,6,0,0,0,sales,medium
0.43,0.46,2,239,3,1,0,0,sales,medium
0.79,0.63,3,212,2,1,0,0,sales,medium
0.51,0.67,4,133,3,0,0,0,sales,medium
0.83,0.55,5,250,3,1,0,0,sales,medium
0.61,0.45,3,114,3,0,0,0,sales,high
0.65,0.57,3,168,2,0,0,0,sales,high
0.95,0.83,4,252,2,0,0,0,sales,high
0.63,0.64,5,189,4,0,0,0,sales,high
0.72,0.6,3,265,2,1,0,0,sales,high
0.8,0.57,3,176,3,0,0,0,sales,high
0.7,0.57,4,150,4,0,0,0,sales,high
0.45,0.79,5,97,6,1,0,0,accounting,high
0.64,0.85,4,265,2,0,0,0,accounting,low
0.94,0.48,4,260,4,0,0,0,accounting,low
0.57,0.76,4,164,2,0,0,0,hr,low
0.35,0.56,4,142,2,0,0,0,hr,low
0.75,0.81,2,247,4,0,0,0,hr,low
0.7,0.92,5,182,3,0,0,0,hr,low
0.7,0.47,2,238,3,0,0,0,technical,low
0.61,0.62,3,191,3,0,0,0,technical,low
0.78,0.87,4,178,3,0,0,0,technical,medium
0.97,0.77,4,208,2,0,0,0,technical,medium
0.51,0.76,3,256,2,0,0,0,technical,medium
0.56,0.71,5,243,3,0,0,0,technical,medium
0.87,0.55,3,233,3,0,0,0,technical,medium
0.64,0.78,5,200,3,0,0,0,technical,medium
0.6,0.85,2,226,2,1,0,0,technical,medium
0.9,0.76,2,150,2,0,0,0,technical,medium
0.54,0.62,2,141,2,0,0,0,technical,medium
0.23,0.8,5,139,3,0,0,0,support,medium
0.8,0.81,3,199,4,1,0,0,support,medium
0.23,0.78,4,154,6,1,0,0,support,medium
0.81,0.51,3,247,2,0,0,0,support,medium
0.35,0.6,5,239,5,0,0,0,support,medium
0.67,0.8,4,137,2,0,0,0,support,medium
0.46,0.6,4,119,5,0,0,0,support,medium
0.84,0.98,4,134,5,1,0,0,support,medium
0.92,0.79,3,243,4,0,0,0,support,medium
0.75,0.93,5,210,3,0,0,0,support,medium
0.7,0.57,4,265,2,0,0,0,support,medium
0.7,0.75,4,204,3,0,0,0,technical,medium
0.9,0.81,6,273,5,0,0,0,technical,medium
0.8,1,3,177,2,0,0,0,technical,medium
0.5,0.65,5,285,6,0,0,0,management,high
0.84,0.72,4,222,2,0,0,0,IT,low
0.48,0.94,3,185,2,1,0,0,IT,medium
0.98,0.87,5,151,6,0,0,0,IT,medium
0.64,0.96,3,109,4,0,0,0,IT,medium
0.58,0.53,4,192,4,0,0,0,IT,medium
0.66,0.89,4,139,3,0,0,0,product_mng,medium
0.76,0.98,4,191,2,0,0,0,product_mng,medium
0.32,0.42,6,114,3,0,0,0,product_mng,medium
0.49,0.87,3,212,2,0,0,0,product_mng,medium
0.81,0.51,3,162,2,0,0,0,IT,medium
0.42,0.48,5,191,5,0,0,0,RandD,medium
0.17,0.85,3,234,3,0,0,0,RandD,low
0.49,0.59,4,265,3,0,0,0,RandD,low
0.34,0.69,6,283,2,0,0,0,RandD,low
0.86,0.81,3,232,4,0,0,0,RandD,low
0.51,0.71,4,208,3,1,0,0,marketing,low
0.49,0.99,4,258,3,1,0,0,sales,low
0.49,0.63,3,175,2,0,0,0,accounting,low
0.51,0.59,3,238,3,0,0,0,support,high
0.64,0.52,3,166,3,0,0,0,technical,low
0.62,0.85,4,225,2,0,0,0,management,high
0.81,0.52,4,221,6,0,0,0,marketing,high
0.95,0.57,2,263,3,0,0,0,marketing,low
0.88,0.66,4,218,4,1,0,0,marketing,low
0.87,0.68,5,236,4,0,0,0,sales,high
0.73,0.68,5,133,2,0,0,0,sales,low
0.98,0.73,2,237,3,0,0,0,sales,medium
0.77,0.48,3,204,6,0,0,0,sales,high
0.76,0.99,3,166,3,0,0,0,sales,medium
0.21,0.93,4,189,2,1,0,0,sales,medium
0.72,0.63,4,251,3,0,0,0,sales,medium
0.41,0.56,2,121,2,0,0,0,sales,medium
0.9,0.56,3,149,2,0,0,0,sales,high
0.96,0.9,5,198,2,0,0,0,sales,medium
0.61,0.48,4,163,3,0,0,0,sales,medium
0.6,0.8,4,222,2,0,0,0,sales,medium
0.5,0.76,2,107,4,0,0,0,sales,high
0.79,0.61,4,162,2,0,0,0,sales,medium
0.32,0.69,6,192,3,0,0,0,sales,high
0.85,0.59,5,236,3,0,0,0,sales,low
0.9,0.62,5,225,2,0,0,0,sales,medium
0.74,0.54,4,167,2,0,0,0,sales,medium
0.21,0.76,6,219,4,1,0,0,sales,medium
0.91,0.61,3,255,3,0,0,0,accounting,medium
0.9,0.66,5,137,2,0,0,0,accounting,low
0.74,0.99,4,193,3,0,0,0,accounting,low
0.76,0.75,3,239,2,0,0,0,hr,low
0.45,0.61,5,179,5,0,0,0,hr,low
0.73,0.63,3,205,2,1,0,0,hr,low
0.6,0.73,3,140,5,1,0,0,hr,low
0.8,0.77,5,256,2,0,0,0,technical,low
0.53,0.7,4,243,3,0,0,0,technical,low
0.97,0.63,5,163,3,0,0,0,technical,low
0.64,0.99,3,167,2,0,0,0,technical,low
0.92,0.59,4,190,5,0,0,0,technical,high
0.6,0.57,5,145,3,1,0,0,technical,low
1,0.6,4,265,4,0,0,0,technical,low
0.69,0.63,4,272,2,0,0,0,technical,low
0.53,0.45,5,140,5,0,0,0,technical,low
0.63,0.58,4,236,2,0,0,0,technical,high
0.57,0.89,4,255,3,1,0,0,technical,low
0.79,0.45,5,131,6,0,0,0,support,low
0.68,0.92,4,209,6,0,0,0,support,low
0.56,0.61,3,250,2,0,0,0,support,high
0.48,0.51,3,201,2,1,0,0,support,low
0.59,0.67,4,271,2,0,0,0,support,medium
0.34,0.76,6,237,5,0,0,0,support,high
0.98,0.87,3,239,4,0,0,0,support,medium
0.36,0.45,2,135,3,1,0,0,support,high
0.6,0.58,2,182,2,0,0,0,support,medium
0.24,0.54,6,193,4,0,0,0,support,medium
0.67,0.72,4,192,3,1,0,0,support,medium
0.17,0.6,5,144,6,0,0,0,technical,medium
0.57,0.58,3,251,3,0,0,0,technical,medium
0.7,0.85,3,161,2,0,0,0,technical,medium
0.73,0.62,3,171,3,0,0,0,management,medium
0.61,0.86,4,153,5,0,0,0,IT,medium
0.95,0.96,4,161,2,0,0,0,IT,high
0.85,0.55,3,226,4,0,0,0,IT,low
0.72,0.9,3,193,3,0,0,0,IT,medium
0.84,0.66,4,204,3,0,0,0,IT,medium
0.57,0.47,2,158,2,0,0,0,product_mng,medium
0.69,0.69,3,236,4,0,0,0,product_mng,medium
0.57,0.68,4,191,3,0,0,0,product_mng,medium
0.52,0.59,6,104,4,0,0,0,product_mng,medium
0.56,0.55,3,245,2,0,0,0,IT,medium
0.75,0.74,3,186,3,1,0,0,RandD,medium
0.98,0.75,5,168,4,1,0,0,RandD,medium
0.48,0.55,4,262,3,1,0,0,RandD,high
0.35,0.67,2,116,3,0,0,0,RandD,low
0.66,0.93,4,187,2,0,0,0,RandD,low
0.79,0.9,5,184,3,0,0,0,marketing,low
0.86,0.53,4,155,3,0,0,0,marketing,high
0.88,1,5,190,2,0,0,0,sales,low
0.83,0.64,3,242,3,0,0,0,accounting,low
0.8,0.64,5,204,2,0,0,0,support,low
0.64,0.69,4,232,3,0,0,0,technical,high
0.72,0.59,4,245,2,0,0,0,management,low
0.67,0.61,3,251,2,0,0,0,marketing,low
0.75,0.7,4,179,2,0,0,0,marketing,low
0.65,0.95,4,153,2,0,0,0,marketing,low
0.98,0.98,5,210,6,0,0,0,sales,low
0.68,0.8,2,257,2,1,0,0,sales,low
0.52,0.37,3,137,4,0,0,0,sales,low
0.68,0.93,4,179,2,0,0,0,sales,medium
0.92,0.74,4,213,3,0,0,0,sales,medium
0.86,0.79,3,106,6,1,0,0,sales,medium
0.5,0.99,4,272,2,0,0,0,sales,medium
0.35,0.37,4,153,2,0,0,0,sales,medium
0.76,0.97,5,172,3,0,0,0,sales,medium
0.66,0.95,4,224,2,0,0,0,sales,medium
0.58,0.71,3,230,3,1,0,0,sales,medium
0.55,0.97,4,222,4,0,0,0,sales,medium
0.9,0.53,3,270,3,0,0,0,sales,medium
0.75,0.71,4,205,3,0,0,0,sales,medium
0.9,0.63,4,134,3,1,0,0,sales,medium
0.14,0.54,5,275,4,1,0,0,sales,high
0.86,0.57,4,183,3,0,0,0,sales,low
0.56,0.84,4,143,4,0,0,0,sales,medium
0.54,0.63,5,259,2,0,0,0,sales,medium
0.36,0.8,5,186,4,0,0,0,accounting,medium
0.82,0.59,3,155,3,0,0,0,accounting,medium
0.49,0.42,2,266,3,0,0,0,accounting,low
0.77,0.97,3,215,2,0,0,0,hr,low
0.64,0.83,4,179,3,0,0,0,hr,low
0.93,0.53,3,217,3,0,0,0,hr,low
0.96,0.94,5,235,3,0,0,0,hr,low
0.6,0.97,3,164,2,0,0,0,technical,low
0.58,0.55,3,178,5,0,0,0,technical,low
0.52,0.49,5,170,3,0,0,0,technical,low
0.74,0.79,5,241,3,0,0,0,technical,low
0.64,0.99,4,222,2,0,0,0,technical,low
0.93,0.59,3,233,3,0,0,0,technical,low
0.76,0.49,5,243,3,0,0,0,technical,low
0.5,0.54,4,175,2,0,0,0,technical,low
0.79,0.55,4,266,3,0,0,0,technical,low
0.97,0.95,5,201,2,0,0,0,technical,low
0.6,0.49,5,259,4,0,0,0,technical,low
0.84,0.73,5,105,5,0,0,0,support,low
0.75,0.99,5,189,3,0,0,0,support,low
0.24,0.91,4,232,2,0,0,0,support,low
0.24,0.91,5,258,6,0,0,0,support,low
0.51,0.58,5,173,3,0,0,0,support,low
0.5,0.88,4,147,3,0,0,0,support,medium
0.66,0.36,3,256,6,0,0,0,support,medium
0.97,0.77,3,206,4,0,0,0,support,medium
0.61,0.5,4,175,3,0,0,0,support,medium
0.77,0.49,4,274,2,1,0,0,support,medium
0.74,0.64,3,229,3,0,0,0,support,medium
0.92,0.98,4,161,3,0,0,0,technical,medium
0.78,0.99,2,188,2,0,0,0,technical,medium
0.56,0.57,3,205,3,0,0,0,technical,medium
0.82,0.63,3,246,3,0,0,0,management,medium
0.26,0.98,5,161,5,0,0,0,IT,medium
0.69,0.85,5,246,3,0,0,0,IT,medium
0.78,0.83,4,158,3,0,0,0,IT,high
0.67,0.86,3,175,3,0,0,0,IT,low
0.77,0.91,5,268,3,1,0,0,IT,medium
0.8,0.63,4,211,2,0,0,0,product_mng,medium
0.51,0.51,3,274,2,0,0,0,product_mng,medium
0.77,0.52,4,241,3,0,0,0,product_mng,medium
0.65,0.71,3,170,2,0,0,0,product_mng,low
0.58,0.53,3,287,5,0,0,0,IT,low
0.67,0.39,2,235,6,0,0,0,RandD,low
0.33,0.39,3,98,3,1,0,0,RandD,low
0.78,0.66,6,105,5,1,0,0,RandD,low
0.58,0.83,3,226,3,0,0,0,RandD,low
0.63,0.59,4,171,4,0,0,0,RandD,low
0.63,0.51,4,153,4,0,0,0,RandD,low
0.59,0.55,3,183,4,0,0,0,marketing,low
0.6,0.9,5,139,3,0,0,0,sales,low
0.93,0.9,5,210,3,0,0,0,accounting,low
0.78,0.77,2,177,4,0,0,0,support,low
0.65,0.6,3,148,2,0,0,0,technical,low
1,0.61,4,198,2,0,0,0,management,low
0.96,1,3,137,4,1,0,0,marketing,low
0.54,0.97,5,233,3,1,0,0,marketing,low
0.98,0.69,2,204,4,0,0,0,marketing,low
0.34,0.59,2,164,2,0,0,0,sales,low
0.71,0.53,5,162,2,0,0,0,sales,low
0.64,0.64,3,180,2,1,0,0,sales,low
0.71,0.93,2,199,2,0,0,0,sales,low
0.58,0.63,4,190,2,0,0,0,sales,medium
0.87,0.96,4,151,3,1,0,0,sales,medium
0.58,0.85,4,162,3,0,0,0,sales,medium
0.87,0.67,3,139,2,0,0,0,sales,medium
0.72,0.86,3,231,3,1,0,0,sales,medium
0.67,0.83,5,269,2,0,0,0,sales,medium
0.53,0.97,4,249,3,0,0,0,sales,medium
0.78,0.61,3,148,2,0,0,0,sales,medium
0.19,0.63,4,233,5,0,0,0,sales,medium
1,0.88,4,240,4,0,0,0,sales,medium
0.75,0.75,5,229,2,1,0,0,sales,medium
0.29,0.66,3,256,2,1,0,0,sales,medium
0.37,0.7,2,188,2,0,0,0,sales,high
0.78,0.5,3,167,2,0,0,0,sales,low
0.24,0.64,5,190,4,0,0,0,sales,medium
0.49,0.7,4,168,3,0,0,0,accounting,medium
0.18,0.64,6,154,5,0,0,0,accounting,medium
0.76,0.85,4,135,3,0,0,0,accounting,medium
0.5,0.97,4,217,3,0,0,0,hr,low
0.82,0.94,3,253,2,0,0,0,hr,low
0.97,0.94,3,180,3,0,0,0,hr,low
0.72,0.9,4,225,2,0,0,0,hr,low
0.98,0.64,4,134,3,1,0,0,technical,low
0.76,0.73,3,192,2,0,0,0,technical,low
0.72,0.88,3,224,3,0,0,0,technical,low
0.96,0.91,3,260,5,0,0,0,technical,low
0.62,0.78,3,178,3,1,0,0,technical,low
0.25,0.98,4,166,5,1,0,0,technical,low
0.82,0.56,5,180,3,0,0,0,technical,low
0.59,0.9,3,189,2,0,0,0,technical,low
0.94,0.73,3,154,3,0,0,0,technical,low
0.72,0.88,3,236,3,0,0,0,technical,low
0.53,0.78,5,198,3,0,0,0,technical,low
0.67,0.83,3,148,3,0,0,0,support,low
0.99,0.52,4,205,2,0,0,0,support,low
0.64,0.53,4,133,3,0,0,0,support,low
0.61,0.57,4,160,3,1,0,0,support,low
0.89,0.85,4,201,2,1,0,0,support,low
0.61,0.7,5,157,4,0,0,0,support,low
0.9,0.74,3,260,2,0,0,0,support,medium
0.96,0.51,5,152,3,0,0,0,support,medium
0.62,0.55,4,218,3,0,0,0,support,medium
0.89,0.57,3,252,2,0,0,0,support,medium
0.52,0.67,4,216,3,0,0,0,support,medium
0.66,0.99,3,183,2,0,0,0,technical,medium
0.96,0.6,5,269,2,0,0,0,technical,medium
0.95,0.89,5,132,4,0,0,0,technical,medium
0.75,0.98,4,170,4,0,0,0,management,medium
0.39,0.87,5,257,5,1,0,0,IT,medium
0.93,0.69,3,138,2,0,0,0,IT,medium
0.44,0.54,3,115,3,0,0,0,IT,medium
0.9,0.67,3,165,2,0,0,0,IT,high
0.75,0.81,3,214,3,0,0,0,IT,low
0.45,0.75,2,246,2,0,0,0,product_mng,medium
0.42,0.6,2,188,3,0,0,0,product_mng,medium
0.99,0.82,3,255,2,0,0,0,product_mng,medium
0.89,0.91,4,190,2,0,0,0,product_mng,medium
0.96,0.9,4,164,4,0,0,0,IT,low
0.5,0.46,3,165,3,0,0,0,RandD,low
0.59,0.59,3,141,3,0,0,0,RandD,low
0.57,0.69,3,154,2,0,0,0,RandD,low
1,0.87,3,165,2,0,0,0,RandD,low
0.6,0.59,5,266,2,0,0,0,RandD,low
0.21,0.85,6,235,6,0,0,0,RandD,low
0.63,0.83,4,159,2,0,0,0,marketing,low
0.8,0.82,3,218,3,0,0,0,sales,low
0.51,0.96,3,149,4,0,0,0,accounting,low
0.89,0.96,5,239,3,0,0,0,support,low
0.83,0.58,4,225,3,0,0,0,technical,low
0.77,0.74,6,247,3,0,0,0,management,low
0.79,0.99,4,183,2,0,0,0,marketing,low
0.63,0.85,5,214,2,0,0,0,marketing,low
0.68,0.48,5,113,2,0,0,0,marketing,low
0.74,0.69,4,244,2,0,0,0,sales,low
0.49,0.67,6,286,4,0,0,0,sales,low
0.46,0.55,3,139,2,0,0,0,sales,medium
0.9,0.91,5,176,3,0,0,0,sales,medium
0.7,0.67,5,136,3,0,0,0,sales,medium
0.84,0.71,4,222,2,0,0,0,sales,medium
0.89,0.77,4,269,4,0,0,0,sales,medium
0.59,0.87,4,183,2,0,0,0,sales,medium
0.57,0.72,3,206,3,0,0,0,sales,medium
0.53,0.49,3,158,3,0,0,0,sales,medium
0.83,0.89,4,136,3,0,0,0,sales,medium
0.51,0.66,4,182,2,0,0,0,sales,medium
0.78,0.61,4,268,3,0,0,0,sales,medium
0.52,0.69,3,144,3,0,0,0,sales,medium
0.42,0.5,5,286,4,0,0,0,sales,high
0.61,0.38,2,268,3,0,0,0,sales,low
0.85,1,3,255,3,0,0,0,sales,medium
0.17,0.85,6,245,5,0,0,0,sales,medium
0.79,0.52,3,134,2,1,0,0,sales,medium
0.56,0.98,3,251,3,1,0,0,accounting,medium
0.5,0.73,5,165,2,0,0,0,accounting,low
0.51,0.53,3,223,2,1,0,0,accounting,low
0.77,0.67,4,225,4,0,0,0,hr,low
0.84,0.9,3,196,3,1,0,0,hr,low
0.21,0.49,3,253,3,0,0,0,hr,low
0.65,0.57,5,222,3,0,0,0,hr,low
0.95,0.87,4,135,3,0,0,0,technical,low
0.8,0.75,4,217,2,0,0,0,technical,low
0.77,0.85,5,192,2,0,0,0,technical,low
0.57,0.7,3,172,3,0,0,0,technical,low
0.92,0.55,4,183,3,0,0,0,technical,low
1,0.71,5,186,2,0,0,0,technical,low
